index,dp_calls_NORMAL,literal_iteration_NORMAL,literal_search_NORMAL,dp_calls_PREPROCESS,literal_iteration_PREPROCESS,literal_search_PREPROCESS,dp_calls_PURE_LITERAL,literal_iteration_PURE_LITERAL,literal_search_PURE_LITERAL,dp_calls_PREPROCESS_+_PURE_LITERAL,literal_iteration_PREPROCESS_+_PURE_LITERAL,literal_search_PREPROCESS_+_PURE_LITERAL
780,4,12192,22340,4,12353,22310,4,13040,23332,4,13313,23436
781,4,12058,22072,4,12219,22042,4,12906,23064,4,13179,23168
782,4,12278,22392,4,12375,22362,4,13190,23468,4,13407,23562
783,4,12171,22178,4,12268,22148,4,13083,23254,4,13300,23348
784,4,12197,22256,4,12308,22226,4,13095,23316,4,13324,23410
785,6,12780,22572,6,12487,22572,6,14096,24124,6,13907,24238
786,6,12839,22594,6,12502,22604,6,14203,24198,6,13974,24332
787,5,12693,22698,5,12549,22702,5,13861,24075,5,13829,24207
788,4,12319,22274,4,12333,22262,4,13323,23450,4,13437,23550
789,4,11873,21702,4,12034,21672,4,12721,22694,4,12994,22798
790,6,12875,22762,6,12581,22760,6,14191,24314,6,14001,24428
791,4,12208,22252,4,12305,22222,4,13120,23328,4,13337,23424
792,5,12594,22500,5,12450,22504,5,13762,23877,5,13730,24009
793,6,12680,22560,6,12474,22548,6,13904,24006,6,13802,24102
794,6,12653,22506,6,12447,22494,6,13877,23954,6,13775,24048
795,4,12062,21986,4,12173,21956,4,12960,23046,4,13189,23140
796,4,11858,21672,4,12019,21642,4,12706,22664,4,12979,22768
797,6,12644,22488,6,12438,22476,6,13868,23936,6,13766,24030
798,5,12731,22612,5,12500,22604,5,13981,24079,5,13860,24197
799,6,12820,22556,6,12485,22570,6,14184,24160,6,13957,24298
800,4,12257,22350,4,12354,22320,4,13169,23426,4,13386,23522
801,6,12769,22550,6,12477,22552,6,14085,24102,6,13897,24218
802,6,12851,22714,6,12558,22714,6,14167,24266,6,13978,24380
803,6,12957,22926,6,12660,22918,6,14273,24478,6,14080,24586
804,4,12323,22482,4,12420,22452,4,13235,23558,4,13452,23652
805,6,12963,22938,6,12666,22930,6,14279,24490,6,14086,24598
806,4,12203,22362,4,12364,22332,4,13051,23354,4,13324,23458
807,6,12856,22628,6,12520,22640,6,14220,24232,6,13992,24368
808,6,12943,22898,6,12650,22898,6,14259,24450,6,14070,24566
809,4,12121,22104,4,12232,22074,4,13019,23166,4,13248,23258
810,4,12211,22284,4,12322,22254,4,13109,23344,4,13338,23438
811,6,12856,22724,6,12563,22724,6,14172,24276,6,13983,24390
812,6,12854,22720,6,12563,22724,6,14170,24272,6,13983,24392
813,6,12872,22756,6,12575,22748,6,14188,24308,6,13995,24414
814,5,12764,22678,5,12537,22678,5,14014,24145,5,13897,24271
815,4,12183,22228,4,12294,22198,4,13081,23290,4,13310,23382
816,4,12315,22466,4,12412,22436,4,13227,23542,4,13444,23636
817,5,12550,22412,5,12406,22416,5,13718,23789,5,13686,23921
818,5,12851,22852,5,12622,22848,5,14101,24319,5,13982,24441
819,6,12803,22806,6,12597,22794,6,14027,24254,6,13925,24348
820,5,12679,22670,5,12535,22674,5,13847,24047,5,13815,24179
821,4,12266,22368,4,12363,22338,4,13178,23444,4,13395,23538
822,6,12679,22558,6,12473,22546,6,13903,24004,6,13801,24100
823,6,12778,22756,6,12572,22744,6,14002,24204,6,13900,24298
824,4,11777,21510,4,11938,21480,4,12625,22502,4,12898,22606
825,6,12843,22698,6,12550,22698,6,14159,24250,6,13970,24364
826,4,12179,22220,4,12290,22190,4,13077,23280,4,13306,23374
827,6,12840,22692,6,12549,22696,6,14156,24244,6,13969,24364
828,4,12048,21958,4,12159,21928,4,12946,23018,4,13175,23112
829,6,12782,22764,6,12576,22752,6,14006,24212,6,13904,24306
830,4,12266,22368,4,12363,22338,4,13178,23444,4,13395,23538
831,6,12831,22674,6,12539,22676,6,14147,24226,6,13959,24344
832,5,12142,22108,5,12240,22082,5,13054,23189,5,13264,23289
833,6,12789,22778,6,12583,22766,6,14013,24226,6,13911,24320
834,4,11769,21494,4,11930,21464,4,12617,22486,4,12890,22590
835,6,12693,22586,6,12487,22574,6,13917,24034,6,13815,24128
836,6,12856,22628,6,12521,22642,6,14220,24232,6,13993,24370
837,6,12900,22716,6,12562,22724,6,14264,24320,6,14034,24452
838,4,12096,22054,4,12207,22024,4,12994,23116,4,13223,23208
839,4,12313,22462,4,12410,22432,4,13225,23538,4,13442,23632
840,5,12606,22524,5,12462,22528,5,13774,23901,5,13742,24033
841,4,12235,22106,4,12249,22094,4,13239,23282,4,13353,23382
842,4,12118,22098,4,12229,22068,4,13016,23160,4,13245,23252
843,5,12114,22052,5,12212,22026,5,13026,23133,5,13236,23233
844,6,12622,22444,6,12416,22432,6,13846,23890,6,13744,23986
845,4,12224,22084,4,12238,22072,4,13228,23260,4,13342,23360
846,5,12148,22120,5,12246,22094,5,13060,23201,5,13270,23301
847,6,12870,22752,6,12577,22752,6,14186,24304,6,13997,24418
848,4,12338,22512,4,12435,22482,4,13250,23588,4,13467,23684
849,5,12583,22478,5,12439,22482,5,13751,23855,5,13719,23987
850,5,12114,22052,5,12212,22026,5,13026,23133,5,13236,23233
851,6,12850,22712,6,12559,22716,6,14166,24264,6,13979,24384
852,6,12862,22736,6,12570,22738,6,14178,24288,6,13990,24406
853,6,12903,22722,6,12569,22738,6,14267,24326,6,14041,24466
854,4,12145,22246,4,12306,22216,4,12993,23238,4,13266,23342
855,6,12901,22814,6,12604,22806,6,14217,24366,6,14024,24472
856,6,12859,22730,6,12566,22730,6,14175,24282,6,13986,24396
857,4,12181,22198,4,12278,22168,4,13093,23274,4,13310,23368
858,4,12142,22146,4,12253,22116,4,13040,23208,4,13269,23300
859,6,12942,22800,6,12605,22810,6,14306,24404,6,14077,24538
860,4,12206,22248,4,12303,22218,4,13118,23324,4,13335,23418
861,4,12216,22268,4,12313,22238,4,13128,23344,4,13345,23440
862,6,12855,22722,6,12563,22724,6,14171,24274,6,13983,24390
863,4,12324,22484,4,12421,22454,4,13236,23560,4,13453,23654
864,6,12768,22736,6,12562,22724,6,13992,24182,6,13890,24278
865,4,11844,21644,4,12005,21614,4,12692,22636,4,12965,22740
866,5,12695,22702,5,12551,22706,5,13863,24079,5,13831,24211
867,6,12867,22746,6,12571,22740,6,14183,24298,6,13991,24408
868,6,12765,22730,6,12559,22718,6,13989,24178,6,13887,24272
869,6,12826,22664,6,12537,22672,6,14142,24216,6,13957,24338
870,5,12742,22634,5,12514,22632,5,13992,24101,5,13874,24225
871,5,12797,22744,5,12567,22738,5,14047,24211,5,13927,24331
872,4,12167,22196,4,12278,22166,4,13065,23256,4,13294,23350
873,5,12673,22658,5,12529,22662,5,13841,24035,5,13809,24167
874,5,12833,22816,5,12602,22808,5,14083,24283,5,13962,24401
875,6,12955,22922,6,12659,22916,6,14271,24474,6,14079,24584
876,4,12196,22228,4,12293,22198,4,13108,23304,4,13325,23400
877,4,12187,22236,4,12298,22206,4,13085,23298,4,13314,23390
878,4,12258,22352,4,12355,22322,4,13170,23428,4,13387,23522
879,4,12090,22136,4,12251,22106,4,12938,23128,4,13211,23232
880,6,12885,22686,6,12549,22698,6,14249,24290,6,14021,24426
881,4,12210,22256,4,12307,22226,4,13122,23332,4,13339,23426
882,4,12208,22278,4,12319,22248,4,13106,23338,4,13335,23432
883,4,12168,22198,4,12279,22168,4,13066,23258,4,13295,23352
884,6,12855,22910,6,12649,22898,6,14079,24356,6,13977,24452
885,4,12306,22248,4,12320,22236,4,13310,23424,4,13424,23524
886,4,12260,22356,4,12357,22326,4,13172,23432,4,13389,23528
887,5,12088,22000,5,12186,21974,5,13000,23081,5,13210,23181
888,6,12866,22744,6,12571,22740,6,14182,24296,6,13991,24408
889,4,12398,22632,4,12495,22602,4,13310,23708,4,13527,23802
890,4,12338,22512,4,12435,22482,4,13250,23588,4,13467,23682
891,6,12839,22690,6,12548,22694,6,14155,24242,6,13968,24362
892,6,12872,22756,6,12580,22758,6,14188,24308,6,14000,24424
893,4,12208,22278,4,12319,22248,4,13106,23338,4,13335,23432
894,6,12896,22804,6,12604,22806,6,14212,24356,6,14024,24472
895,6,12908,22828,6,12611,22820,6,14224,24380,6,14031,24486
896,5,12099,22022,5,12197,21996,5,13011,23103,5,13221,23203
897,4,11771,21498,4,11932,21468,4,12619,22490,4,12892,22594
898,4,12202,22266,4,12313,22236,4,13100,23328,4,13329,23420
899,6,12904,22820,6,12611,22820,6,14220,24372,6,14031,24486
900,6,12922,22760,6,12585,22770,6,14286,24364,6,14057,24498
901,5,12780,22710,5,12551,22706,5,14030,24177,5,13911,24299
902,6,12801,22802,6,12595,22790,6,14025,24250,6,13923,24344
903,6,12848,22708,6,12556,22710,6,14164,24260,6,13976,24378
904,5,12129,22082,5,12227,22056,5,13041,23163,5,13251,23263
905,4,12211,22284,4,12322,22254,4,13109,23344,4,13338,23438
906,6,12843,22698,6,12552,22702,6,14159,24250,6,13972,24370
907,6,12900,22716,6,12566,22732,6,14264,24320,6,14038,24460
908,6,12641,22482,6,12435,22470,6,13865,23930,6,13763,24024
909,4,12305,22446,4,12402,22416,4,13217,23522,4,13434,23616
910,6,12829,22574,6,12492,22584,6,14193,24178,6,13964,24312
911,6,12611,22422,6,12405,22410,6,13835,23870,6,13733,23964
912,6,12876,22764,6,12579,22756,6,14192,24316,6,13999,24424
913,5,12590,22492,5,12446,22496,5,13758,23869,5,13726,24001
914,6,12871,22754,6,12576,22750,6,14187,24306,6,13996,24418
915,6,12877,22670,6,12539,22678,6,14241,24274,6,14011,24406
916,6,12786,22584,6,12493,22584,6,14102,24136,6,13913,24250
917,6,12842,22696,6,12553,22704,6,14158,24248,6,13973,24370
918,4,12139,22140,4,12250,22110,4,13037,23200,4,13266,23294
919,4,12177,22310,4,12338,22280,4,13025,23302,4,13298,23406
920,6,12869,22750,6,12572,22742,6,14185,24302,6,13992,24410
921,6,12822,22560,6,12485,22570,6,14186,24164,6,13957,24298
922,6,12894,22800,6,12600,22798,6,14210,24352,6,14020,24464
923,5,12142,22108,5,12240,22082,5,13054,23189,5,13264,23289
924,5,11979,21782,5,12077,21756,5,12891,22863,5,13101,22963
925,6,12794,22788,6,12588,22776,6,14018,24236,6,13916,24330
926,6,12682,22564,6,12476,22552,6,13906,24012,6,13804,24106
927,6,12888,22788,6,12598,22794,6,14204,24340,6,14018,24462
928,4,12315,22266,4,12329,22254,4,13319,23442,4,13433,23542
929,5,12791,22732,5,12563,22730,5,14041,24199,5,13923,24323
930,4,12190,22326,4,12345,22296,4,13044,23328,4,13313,23432
931,6,12888,22788,6,12591,22780,6,14204,24340,6,14011,24446
932,6,12968,22852,6,12631,22862,6,14332,24456,6,14103,24590
933,6,12663,22526,6,12457,22514,6,13887,23972,6,13785,24068
934,5,12133,22090,5,12231,22064,5,13045,23171,5,13255,23271
935,6,12944,22804,6,12604,22808,6,14308,24408,6,14076,24536
936,4,12127,22210,4,12288,22180,4,12975,23202,4,13248,23306
937,6,12900,22716,6,12563,22726,6,14264,24320,6,14035,24454
938,4,12174,22184,4,12271,22154,4,13086,23260,4,13303,23356
939,5,12802,22754,5,12574,22752,5,14052,24221,5,13934,24345
940,4,12221,22078,4,12235,22066,4,13225,23254,4,13339,23354
941,6,12764,22728,6,12558,22716,6,13988,24174,6,13886,24270
942,4,12184,22230,4,12295,22200,4,13082,23290,4,13311,23384
943,4,12149,22254,4,12310,22224,4,12997,23246,4,13270,23350
944,6,12817,22646,6,12522,22642,6,14133,24198,6,13942,24308
945,6,12906,22728,6,12572,22744,6,14270,24332,6,14044,24472
946,4,12152,22166,4,12263,22136,4,13050,23228,4,13279,23320
947,6,12653,22506,6,12447,22494,6,13877,23954,6,13775,24048
948,6,12925,22766,6,12587,22774,6,14289,24370,6,14059,24502
949,4,12360,22556,4,12457,22526,4,13272,23632,4,13489,23726
950,4,12300,22436,4,12397,22406,4,13212,23512,4,13429,23606
951,4,12200,22262,4,12311,22232,4,13098,23322,4,13327,23416
952,5,12585,22482,5,12441,22486,5,13753,23859,5,13721,23991
953,5,12592,22496,5,12448,22500,5,13760,23873,5,13728,24005
954,6,12909,22830,6,12616,22830,6,14225,24382,6,14036,24498
955,4,12220,22076,4,12234,22064,4,13224,23252,4,13338,23352
956,5,12830,22810,5,12600,22804,5,14080,24277,5,13960,24397
957,6,12763,22726,6,12557,22714,6,13987,24172,6,13885,24268
958,4,12166,22168,4,12263,22138,4,13078,23244,4,13295,23338
959,5,12795,22740,5,12566,22736,5,14045,24207,5,13926,24329
960,6,12831,22674,6,12539,22676,6,14147,24226,6,13959,24342
961,6,12706,22612,6,12500,22600,6,13930,24060,6,13828,24154
962,5,11997,21818,5,12095,21792,5,12909,22899,5,13119,22999
963,5,12131,22086,5,12229,22060,5,13043,23167,5,13253,23267
964,6,12946,22904,6,12649,22896,6,14262,24456,6,14069,24564
965,4,12172,22206,4,12283,22176,4,13070,23266,4,13299,23360
966,4,12177,22310,4,12338,22280,4,13025,23302,4,13298,23406
967,6,12856,22628,6,12516,22632,6,14220,24232,6,13988,24360
968,6,12933,22878,6,12636,22870,6,14249,24430,6,14056,24536
969,5,12779,22708,5,12548,22700,5,14029,24175,5,13908,24293
970,4,12175,22212,4,12286,22182,4,13073,23274,4,13302,23366
971,4,12390,22616,4,12487,22586,4,13302,23692,4,13519,23788
972,5,11977,21778,5,12075,21752,5,12889,22859,5,13099,22959
973,6,12931,22874,6,12634,22866,6,14247,24426,6,14054,24534
974,5,12796,22742,5,12565,22734,5,14046,24209,5,13925,24327
975,4,12131,22218,4,12292,22188,4,12979,23210,4,13252,23314
976,4,12318,22472,4,12415,22442,4,13230,23548,4,13447,23642
977,4,12228,22412,4,12389,22382,4,13076,23404,4,13349,23508
978,4,12338,22512,4,12435,22482,4,13250,23588,4,13467,23684
979,6,12842,22600,6,12509,22618,6,14206,24204,6,13981,24346
980,4,12207,22360,4,12362,22330,4,13061,23362,4,13330,23466
981,5,12761,22672,5,12533,22670,5,14011,24139,5,13893,24263
982,5,12531,22374,5,12387,22378,5,13699,23751,5,13667,23883
983,4,12137,22136,4,12248,22106,4,13035,23198,4,13264,23290
984,4,12176,22214,4,12287,22184,4,13074,23274,4,13303,23368
985,4,12181,22198,4,12278,22168,4,13093,23274,4,13310,23370
986,4,12250,22336,4,12347,22306,4,13162,23412,4,13379,23508
987,4,12345,22526,4,12442,22496,4,13257,23602,4,13474,23698
988,5,12133,22090,5,12231,22064,5,13045,23171,5,13255,23271
989,5,12692,22696,5,12548,22700,5,13860,24073,5,13828,24205
990,6,12599,22398,6,12393,22386,6,13823,23844,6,13721,23940
991,6,12779,22570,6,12490,22578,6,14095,24122,6,13910,24244
992,6,12753,22706,6,12547,22694,6,13977,24154,6,13875,24248
993,4,12031,22008,4,12186,21978,4,12885,23010,4,13154,23114
994,4,12212,22286,4,12323,22256,4,13110,23348,4,13339,23440
995,4,12179,22220,4,12290,22190,4,13077,23282,4,13306,23374
996,4,12297,22430,4,12394,22400,4,13209,23506,4,13426,23600
997,4,12376,22588,4,12473,22558,4,13288,23664,4,13505,23758
998,6,12914,22744,6,12574,22748,6,14278,24348,6,14046,24476
999,6,12821,22654,6,12529,22656,6,14137,24206,6,13949,24322
